"chromosome","position","matched_gene_name"
"chr1",64510403,""
"chr1",64531447,""
"chr1",64550716,""
"chr1",64563771,""
"chr1",64577868,""
"chr1",64578172,""
"chr1",64580811,""
"chr1",64581154,""
"chr1",64588988,""
"chr1",64591463,""
"chr1",64595564,""
"chr1",64600030,""
"chr1",64604278,""
"chr1",64619665,""
"chr1",64620259,""
"chr1",64649636,""
"chr1",64650129,""
"chr1",64650649,""
"chr1",64653226,""
"chr1",64664918,""
"chr1",64672255,""
"chr1",64676312,""
"chr1",64681319,""
"chr1",64683833,""
"chr1",64687402,""
"chr1",64688912,""
"chr1",64690082,""
"chr1",64691179,""
"chr1",64695547,""
"chr1",64695950,""
"chr1",64697151,""
"chr1",64699168,""
"chr1",64699272,""
"chr1",64711299,""
"chr1",64714780,""
"chr1",64715572,""
"chr1",64717143,""
"chr1",64725030,""
"chr1",64734373,""
"chr1",64734882,""
"chr1",64756159,""
"chr1",64759004,""
"chr1",64779955,""
"chr1",64781178,""
"chr1",64781711,""
"chr1",64784820,""
"chr1",64785299,""
"chr1",64787594,""
"chr1",64788091,""
"chr1",64789210,""
"chr1",64824336,""
"chr1",64840194,""
"chr1",64840499,""
"chr1",64843319,""
"chr1",64843693,""
"chr1",64843704,""
"chr1",64849615,""
"chr1",64852006,""
"chr1",64852831,""
"chr1",64859000,""
"chr1",64864999,""
"chr1",64875884,""
"chr1",64879933,""
"chr1",64884439,""
"chr1",64905735,""
"chr1",64906369,""
"chr1",64923411,""
"chr1",64933198,""
"chr1",64946454,""
"chr1",64946577,""
"chr1",64949451,""
"chr1",64952156,""
"chr1",64954507,""
"chr1",64982315,""
"chr1",64991140,""
"chr1",65001864,""
"chr1",65006640,""
"chr1",65018642,""
"chr1",65026511,""
"chr1",65034132,""
"chr1",65039588,""
"chr1",65042741,""
"chr1",65049850,""
"chr1",65066068,""
"chr1",65068808,""
"chr1",65078119,""
"chr1",65081241,""
"chr1",65088226,""
"chr1",65091749,""
"chr1",65093826,""
"chr1",65104345,""
"chr1",65105629,""
"chr1",65118887,""
"chr1",65127724,""
"chr1",65145950,""
"chr1",65154197,""
"chr1",65160069,""
"chr1",65167814,""
"chr1",65173247,""
"chr1",65178503,""
"chr1",65182697,""
"chr1",65189887,""
"chr1",65209153,""
"chr1",65211984,""
"chr1",65212250,""
"chr1",65215860,""
"chr1",65221873,""
"chr1",65225566,""
"chr1",65228929,""
"chr1",65230247,""
"chr1",65230351,""
"chr1",65233520,""
"chr1",65237801,""
"chr1",65253732,""
"chr1",65283050,""
"chr1",65294048,""
"chr1",65299501,""
"chr1",65317548,""
"chr1",65333860,""
"chr1",65342598,""
"chr1",65357875,""
"chr1",65369619,""
"chr1",65373382,""
"chr1",65377970,""
"chr1",65378971,""
"chr1",65396115,""
"chr1",65401836,""
"chr1",65403806,""
"chr1",65405379,""
"chr1",65408189,""
"chr1",65408354,""
"chr1",65413569,""
"chr1",65419674,""
"chr1",65423171,""
"chr1",65428659,""
"chr1",65430625,""
"chr1",65432064,""
"chr1",65432298,""
"chr1",65440384,""
"chr1",65441079,""
"chr1",65484195,""
"chr1",65484373,""
"chr1",65513234,""
"chr1",65513597,""
"chr1",65522463,""
"chr1",65522810,""
"chr1",65526457,""
"chr1",65532784,""
"chr1",65557236,""
"chr1",65570758,""
"chr1",65577336,""
"chr1",65580434,""
"chr1",65582734,""
"chr1",65582939,""
"chr1",65587398,""
"chr1",65596642,""
"chr1",65603337,""
"chr1",65619750,""
"chr1",65623899,""
"chr1",65640261,""
"chr1",65652381,""
"chr1",65665850,""
"chr1",65690338,""
"chr1",65691047,""
"chr1",65693685,""
"chr1",65704679,""
"chr1",65705509,""
"chr1",65706287,""
"chr1",65706323,""
"chr1",65707872,""
"chr1",65708257,""
"chr1",65708305,""
"chr1",65709181,""
"chr1",65712179,""
"chr1",65719720,""
"chr1",65724369,""
"chr1",65729556,""
"chr1",65746233,""
"chr1",65751719,""
"chr1",65752052,""
"chr1",65752512,""
"chr1",65754363,""
"chr1",65756073,""
"chr1",65756250,""
"chr1",65756478,""
"chr1",65756698,""
"chr1",65757838,""
"chr1",65758773,""
"chr1",65759705,""
"chr1",65760114,""
"chr1",65762796,""
"chr1",65762895,""
"chr1",65765484,""
"chr1",65765625,""
"chr1",65766088,""
"chr1",65768456,""
"chr1",65770524,""
"chr1",65772244,""
"chr1",65772696,""
"chr1",65773804,""
"chr1",65774214,""
"chr1",65775163,""
"chr1",65777137,""
"chr1",65787916,""
"chr1",65788190,""
"chr1",65789266,""
"chr1",65791733,""
"chr1",65793735,""
"chr1",65794876,""
"chr1",65795118,""
"chr1",65795316,""
"chr1",65803383,""
"chr1",65803628,""
"chr1",65807607,""
"chr1",65811302,""
"chr1",65820575,""
"chr1",65838884,""
"chr1",65842968,""
"chr1",65843042,""
"chr1",65845182,""
"chr1",65857193,""
"chr1",65858586,""
"chr1",65867212,""
"chr1",65876081,""
"chr1",65886052,""
"chr1",65891992,""
"chr1",65905999,""
"chr1",65914659,""
"chr1",65920433,""
"chr1",65922470,""
"chr1",65934212,""
"chr1",65936741,""
"chr1",65939043,""
"chr1",65941124,""
"chr1",65944858,""
"chr1",65945747,""
"chr1",65947077,""
"chr1",65951064,""
"chr1",65951256,""
"chr1",65969060,""
"chr1",65970992,""
"chr1",65972682,""
"chr1",65974870,""
"chr1",65981104,""
"chr1",65983373,""
"chr1",65999995,""
"chr1",66020053,""
"chr1",66030425,""
"chr1",66033874,""
"chr1",66038036,""
"chr1",66038974,""
"chr1",66047991,""
"chr1",66051367,""
"chr1",66051583,""
"chr1",66068466,""
"chr1",66072725,""
"chr1",66079032,""
"chr1",66080206,""
"chr1",66093490,""
"chr1",66107570,""
"chr1",66115549,""
"chr1",66117438,""
"chr1",66120279,""
"chr1",66124065,""
"chr1",66126190,""
"chr1",66138192,""
"chr1",66155161,""
"chr1",66156951,""
"chr1",66162190,""
"chr1",66169238,""
"chr1",66169688,""
"chr1",66180501,""
"chr1",66208980,""
"chr1",66210016,""
"chr1",66217769,""
"chr1",66223426,""
"chr1",66232070,""
"chr1",66240036,""
"chr1",66240288,""
"chr1",66246439,""
"chr1",66250239,""
"chr1",66262480,""
"chr1",66270318,""
"chr1",66274051,""
"chr1",66279669,""
"chr1",66281930,""
"chr1",66302446,""
"chr1",66323458,""
"chr1",66323580,""
"chr1",66330695,""
"chr1",66335812,""
"chr1",66343169,""
"chr1",66353220,""
"chr1",66353940,""
"chr1",66363039,""
"chr1",66364424,""
"chr1",66365687,""
"chr1",66380821,""
"chr1",66381083,""
"chr1",66382609,""
"chr1",66385464,""
"chr1",66386552,""
"chr1",66387298,""
"chr1",66387802,""
"chr1",66391341,""
"chr1",66391589,""
"chr1",66396809,""
"chr1",66400358,""
"chr1",66407976,""
"chr1",66437900,""
"chr1",66439458,""
"chr1",66454971,""
"chr1",66455194,""
"chr1",66455689,""
"chr1",66460883,""
"chr1",66465557,""
"chr1",66474237,""
"chr1",66474395,""
"chr1",66475021,""
"chr1",66475025,""
"chr1",66475517,""
"chr1",66475947,""
"chr1",66478098,""
"chr1",66487184,""
"chr1",66489241,""
"chr1",66489497,""
"chr1",66491887,""
"chr1",66493240,""
"chr1",66495032,""
"chr1",66497223,""
"chr1",66499792,""
"chr1",66501712,""
"chr1",66503843,""
"chr1",66504271,""
"chr1",66504685,""
"chr1",66505203,""
"chr1",66506795,""
"chr1",66509196,""
"chr1",66520874,""
"chr1",66522718,""
"chr1",66522816,""
"chr1",66522903,""
"chr1",66523186,""
"chr1",66526930,""
"chr1",66527150,""
"chr1",66532753,""
"chr1",66537082,""
"chr1",66537796,""
"chr1",66540716,""
"chr1",66545336,""
"chr1",66546303,""
"chr1",66546505,""
"chr1",66547372,""
"chr1",66550289,""
"chr1",66553108,""
"chr1",66553742,""
"chr1",66556521,""
"chr1",66559196,""
"chr1",66564179,""
"chr1",66571192,""
"chr1",66571893,""
"chr1",66574560,""
"chr1",66578947,""
"chr1",66580443,""
"chr1",66581759,""
"chr1",66582274,""
"chr1",66597702,""
"chr1",66597848,""
"chr1",66621198,""
"chr1",66623735,""
"chr1",66634626,""
"chr1",66643652,""
"chr1",66649401,""
"chr1",66649547,""
"chr1",66652221,""
"chr1",66659260,""
"chr1",66660431,""
"chr1",66668643,""
"chr1",66669552,""
"chr1",66671724,""
"chr1",66677169,""
"chr1",66677879,""
"chr1",66680956,""
"chr1",66689645,""
"chr1",66701210,""
"chr1",66705583,""
"chr1",66705729,""
"chr1",66711300,""
"chr1",66712963,""
"chr1",66723146,""
"chr1",66725401,""
"chr1",66729670,""
"chr1",66743405,""
"chr1",66746744,""
"chr1",66751014,""
"chr1",66757283,""
"chr1",66759808,""
"chr1",66760348,""
"chr1",66769637,""
"chr1",66771040,""
"chr1",66778920,""
"chr1",66779592,""
"chr1",66795383,""
"chr1",66795396,""
"chr1",66797065,""
"chr1",66816506,""
"chr1",66818129,""
"chr1",66822760,""
"chr1",66828380,""
"chr1",66828460,""
"chr1",66835413,""
"chr1",66836727,""
"chr1",66859842,""
"chr1",66865753,""
"chr1",66879399,""
"chr1",66887277,""
"chr1",66887488,""
"chr1",66909523,""
"chr1",66970763,""
"chr1",66982853,""
"chr1",66991516,""
"chr1",66991565,""
"chr1",66992689,""
"chr1",66992780,""
"chr1",67005564,""
"chr1",67052851,""
"chr1",67060266,""
"chr1",67060346,""
"chr1",67060388,""
"chr1",67062323,""
"chr1",67078201,""
"chr1",67117615,""
"chr1",67133974,""
"chr1",67135432,""
"chr1",67145930,""
"chr1",67149804,""
"chr1",67161577,""
"chr1",67168129,""
"chr1",67168280,""
"chr1",67187327,""
"chr1",67196939,""
"chr1",67204530,""
"chr1",67215986,""
"chr1",67222666,""
"chr1",67228519,""
"chr1",67231588,""
"chr1",67236082,""
"chr1",67236843,""
"chr1",67238424,""
"chr1",67240275,""
"chr1",67242987,""
"chr1",67253446,""
"chr1",67256533,""
"chr1",67256884,""
"chr1",67259437,""
"chr1",67261872,""
"chr1",67266920,""
"chr1",67274409,""
"chr1",67294457,""
"chr1",67313993,""
"chr1",67316292,""
"chr1",67322292,""
"chr1",67368325,""
"chr1",67373890,""
"chr1",67442961,""
"chr1",67451023,""
"chr1",67451227,""
"chr1",67453403,""
"chr1",67472068,""
"chr1",67481863,""
"chr1",67485535,""
"chr1",67493350,""
"chr1",67503934,""
"chr1",67506752,""
"chr1",67516445,""
"chr1",67524008,""
"chr1",67524471,""
"chr1",67525677,""
"chr1",67527394,""
"chr1",67527714,""
"chr1",67530431,""
"chr1",67532450,""
"chr1",67533306,""
"chr1",67535690,""
"chr1",67544444,""
"chr1",67546571,""
"chr1",67551713,""
"chr1",67555420,""
"chr1",67555819,""
"chr1",67557485,""
"chr1",67559955,""
"chr1",67561536,""
"chr1",67565728,""
"chr1",67567086,""
"chr1",67575878,""
"chr1",67578062,""
"chr1",67580591,""
"chr1",67584947,""
"chr1",67586029,""
"chr1",67589664,""
"chr1",67590714,""
"chr1",67592073,""
"chr1",67595080,""
"chr1",67595423,""
"chr1",67597945,""
"chr1",67601066,""
"chr1",67605092,""
"chr1",67605513,""
"chr1",67605699,""
"chr1",67607244,""
"chr1",67607958,""
"chr1",67618607,""
"chr1",67619361,""
"chr1",67619903,""
"chr1",67620230,""
"chr1",67624703,""
"chr1",67629524,""
"chr1",67639503,""
"chr1",67640514,""
"chr1",67640822,""
"chr1",67645112,""
"chr1",67649503,""
"chr1",67651520,""
"chr1",67652911,""
"chr1",67670783,""
"chr1",67671930,""
"chr1",67672930,""
"chr1",67676936,""
"chr1",67677857,""
"chr1",67679256,""
"chr1",67720754,""
"chr1",67721992,""
"chr1",67732469,""
"chr1",67733407,""
"chr1",67749741,""
"chr1",67757544,""
"chr1",67765602,""
"chr1",67769394,""
"chr1",67774283,""
"chr1",67781931,""
"chr1",67784669,""
"chr1",67788692,""
"chr1",67791915,""
"chr1",67808097,""
"chr1",67811692,""
"chr1",67813039,""
"chr1",67813639,""
"chr1",67816181,""
"chr1",67817218,""
"chr1",67817488,""
"chr1",67825263,""
"chr1",67858733,""
"chr1",67863970,""
"chr1",67868753,""
"chr1",67888240,""
"chr1",67892494,""
"chr1",67908074,""
"chr1",67927839,""
"chr1",67935322,""
"chr1",67936234,""
"chr1",67950727,""
"chr1",67955547,""
"chr1",67958038,""
"chr1",67976266,""
"chr1",67981584,""
"chr1",67982978,""
"chr1",67983315,""
"chr1",67986705,""
"chr1",67992849,""
"chr1",67997529,""
"chr1",68000249,""
"chr1",68015819,""
"chr1",68018217,""
"chr1",68026312,""
"chr1",68026838,""
"chr1",68041554,""
"chr1",68041711,""
"chr1",68058939,""
"chr1",68065653,""
"chr1",68072585,""
"chr1",68082907,""
"chr1",68095727,""
"chr1",68100893,""
"chr1",68101735,""
"chr1",68102165,""
"chr1",68103238,""
"chr1",68104088,""
"chr1",68105537,""
"chr1",68105748,""
"chr1",68109246,""
"chr1",68109429,""
"chr1",68111716,""
"chr1",68113714,""
"chr1",68114150,""
"chr1",68116157,""
"chr1",68116178,""
"chr1",68116291,""
"chr1",68116316,""
"chr1",68116774,""
"chr1",68116899,""
"chr1",68119062,""
"chr1",68119984,""
"chr1",68120937,""
"chr1",68122094,""
"chr1",68122423,""
"chr1",68122454,""
"chr1",68123599,""
"chr1",68124921,""
"chr1",68125570,""
"chr1",68127552,""
"chr1",68133373,""
"chr1",68137052,""
"chr1",68137903,""
"chr1",68143808,""
"chr1",68144284,""
"chr1",68148250,""
"chr1",68152554,""
"chr1",68152951,""
"chr1",68155079,""
"chr1",68156111,""
"chr1",68159195,""
"chr1",68160604,""
"chr1",68162857,""
"chr1",68163847,""
"chr1",68165819,""
"chr1",68168241,""
"chr1",68168347,""
"chr1",68168513,""
"chr1",68168574,""
"chr1",68168959,""
"chr1",68169096,""
"chr1",68169707,""
"chr1",68170897,""
"chr1",68172768,""
"chr1",68174670,""
"chr1",68177408,""
"chr1",68177464,""
"chr1",68182343,""
"chr1",68188593,""
"chr1",68193278,""
"chr1",68194409,""
"chr1",68194863,""
"chr1",68196068,""
"chr1",68198164,""
"chr1",68199340,""
"chr1",68200166,""
"chr1",68202000,""
"chr1",68202609,""
"chr1",68215246,""
"chr1",68219706,""
"chr1",68220708,""
"chr1",68222014,""
"chr1",68222386,""
"chr1",68222855,""
"chr1",68230531,""
"chr1",68234685,""
"chr1",68238160,""
"chr1",68246156,""
"chr1",68246675,""
"chr1",68247664,""
"chr1",68248452,""
"chr1",68254484,""
"chr1",68262835,""
"chr1",68263969,""
"chr1",68267136,""
"chr1",68269621,""
"chr1",68270216,""
"chr1",68273842,""
"chr1",68275566,""
"chr1",68285099,""
"chr1",68298591,""
"chr1",68299423,""
"chr1",68332019,""
"chr1",68338504,""
"chr1",68351117,""
"chr1",68355856,""
"chr1",68372127,""
"chr1",68379056,""
"chr1",68381565,""
"chr1",68384004,""
"chr1",68385885,""
"chr1",68392796,""
"chr1",68394657,""
"chr1",68407420,""
"chr1",68409689,""
"chr1",68409759,""
"chr1",68410489,""
"chr1",68418475,""
"chr1",68419039,""
"chr1",68420816,""
"chr1",68433374,""
"chr1",68433977,""
"chr1",68434079,""
"chr1",68434556,""
"chr1",68436153,""
"chr1",68438583,""
"chr1",68443430,""
"chr1",68447072,""
"chr1",68453212,""
"chr1",68455605,""
"chr1",68456608,""
"chr1",68456669,""
"chr1",68461830,""
"chr1",68463202,""
"chr1",68463795,""
"chr1",68464617,""
"chr1",68464801,""
"chr1",68465683,""
"chr1",68466239,""
"chr1",68470441,""
"chr1",68470836,""
"chr1",68476750,""
"chr1",68494793,""
"chr1",68499756,""
"chr1",68516652,""
"chr1",68522436,""
"chr1",68524797,""
"chr1",68536975,""
"chr1",68543220,""
"chr1",68543511,""
"chr1",68558371,""
"chr1",68558570,""
"chr1",68581459,""
"chr1",68584726,""
"chr1",68584789,""
"chr1",68602378,""
"chr1",68602871,""
"chr1",68603148,""
"chr1",68621634,""
"chr1",68633334,""
"chr1",68651297,""
"chr1",68660445,""
"chr1",68669424,""
"chr1",68690450,""
"chr1",68692507,""
"chr1",68703258,""
"chr1",68718355,""
"chr1",68746370,""
"chr1",68771763,""
"chr1",68774181,""
"chr1",68777861,""
"chr1",68783449,""
"chr1",68788927,""
"chr1",68797593,""
"chr1",68809464,""
"chr1",68826786,""
"chr1",68836371,""
"chr1",68857539,""
"chr1",68873023,""
"chr1",68889059,""
"chr1",68897599,""
"chr1",68920083,""
"chr1",68940360,""
"chr1",68942127,""
"chr1",68949522,""
"chr1",68953453,""
"chr1",68961593,""
"chr1",68961893,""
"chr1",68965580,""
"chr1",68980598,""
"chr1",68983748,""
"chr1",68994200,""
"chr1",69035132,""
"chr1",69054913,""
"chr1",69078125,""
"chr1",69088734,""
"chr1",69104716,""
"chr1",69111382,""
"chr1",69111646,""
"chr1",69138211,""
"chr1",69140907,""
"chr1",69146786,""
"chr1",69160055,""
"chr1",69165460,""
"chr1",69167224,""
"chr1",69178425,""
"chr1",69182972,""
"chr1",69194157,""
"chr1",69196399,""
"chr1",69199017,""
"chr1",69215507,""
"chr1",69218916,""
"chr1",69219417,""
"chr1",69220159,""
"chr1",69230015,""
"chr1",69262723,""
"chr1",69270326,""
"chr1",69278067,""
"chr1",69281250,""
"chr1",69285512,""
"chr1",69305496,""
"chr1",69313754,""
"chr1",69323897,""
"chr1",69331708,""
"chr1",69349757,""
"chr1",69385395,""
"chr1",69413391,""
"chr1",69414119,""
"chr1",69423644,""
"chr1",69429166,""
"chr1",69429397,""
"chr1",69443727,""
"chr1",69443791,""
"chr1",69443829,""
"chr1",69449178,""
"chr1",69460575,""
"chr1",69503394,""
"chr1",69507010,""
"chr1",69538170,""
"chr1",69541237,""
"chr1",69541980,""
"chr1",69544642,""
"chr1",69554128,""
"chr1",69568980,""
"chr1",69573940,""
"chr1",69582048,""
"chr1",69582586,""
"chr1",69597576,""
"chr1",69607906,""
"chr1",69608448,""
"chr1",69622515,""
"chr1",69622716,""
"chr1",69623060,""
"chr1",69631511,""
"chr1",69632025,""
"chr1",69634550,""
"chr1",69651142,""
"chr1",69672782,""
"chr1",69682865,""
"chr1",69699003,""
"chr1",69711248,""
"chr1",69711550,""
"chr1",69712861,""
"chr1",69739791,""
"chr1",69754253,""
"chr1",69759657,""
"chr1",69782432,""
"chr1",69783863,""
"chr1",69803828,""
"chr1",69806380,""
"chr1",69817192,""
"chr1",69830965,""
"chr1",69850005,""
"chr1",69863916,""
"chr1",69870303,""
"chr1",69892555,""
"chr1",69896150,""
"chr1",69897918,""
"chr1",69899731,""
"chr1",69901404,""
"chr1",69920780,""
"chr1",69933499,""
"chr1",69939553,""
"chr1",69945361,""
"chr1",69953978,""
"chr1",69974879,""
"chr1",69978366,""
"chr1",69984341,""
"chr1",69993971,""
"chr1",69994203,""
"chr1",70010111,""
"chr1",70011232,""
"chr1",70028020,""
"chr1",70028533,""
"chr1",70033380,""
"chr1",70033690,""
"chr1",70047896,""
"chr1",70063091,""
"chr1",70077666,""
"chr1",70091477,""
"chr1",70092916,""
"chr1",70101298,""
"chr1",70112935,""
"chr1",70133611,""
"chr1",70149458,""
"chr1",70186296,""
"chr1",70223532,""
"chr1",70245553,""
"chr1",70250201,""
"chr1",70266202,""
"chr1",70268504,""
"chr1",70299976,""
"chr1",70319252,""
"chr1",70333053,""
"chr1",70350880,""
"chr1",70355624,""
"chr1",70357555,""
"chr1",70360233,""
"chr1",70366158,""
"chr1",70392085,""
"chr1",70392752,""
"chr1",70392789,""
"chr1",70393714,""
"chr1",70401607,""
"chr1",70405416,""
"chr1",70412281,""
"chr1",70421500,""
"chr1",70422418,""
"chr1",70431500,""
"chr1",70435652,""
"chr1",70438385,""
"chr1",70439117,""
"chr1",70444382,""
"chr1",70456169,""
"chr1",70456677,""
"chr1",70463103,""
"chr1",70465105,""
"chr1",70465603,""
"chr1",70476667,""
"chr1",70480201,""
"chr1",70481712,""
"chr1",70482063,""
"chr1",70482327,""
"chr1",70483105,""
"chr1",70486631,""
"chr1",70492061,""
"chr1",70497685,""
"chr1",70500770,""
"chr1",70502731,""
"chr1",70506648,""
"chr1",70508434,""
"chr1",70513388,""
"chr1",70516064,""
"chr1",70520805,""
"chr1",70522999,""
"chr1",70526332,""
"chr1",70528012,""
"chr1",70528417,""
"chr1",70529879,""
"chr1",70532128,""
"chr1",70537543,""
"chr1",70538067,""
"chr1",70539928,""
"chr1",70544524,""
"chr1",70553303,""
"chr1",70553975,""
"chr1",70554321,""
"chr1",70557179,""
"chr1",70558001,""
"chr1",70558329,""
"chr1",70569821,""
"chr1",70571202,""
"chr1",70578997,""
"chr1",70594527,""
"chr1",70594537,""
"chr1",70607853,""
"chr1",70611901,""
"chr1",70613210,""
"chr1",70622423,""
"chr1",70628122,""
"chr1",70638133,""
"chr1",70650813,""
"chr1",70654243,""
"chr1",70666853,""
"chr1",70668127,""
"chr1",70671032,""
"chr1",70672253,""
"chr1",70676519,""
"chr1",70680139,""
"chr1",70688031,""
"chr1",70688434,""
"chr1",70688734,""
"chr1",70688928,""
"chr1",70689091,""
"chr1",70691978,""
"chr1",70698225,""
"chr1",70704182,""
"chr1",70706232,""
"chr1",70713306,""
"chr1",70729076,""
"chr1",70731443,""
"chr1",70732897,""
"chr1",70734728,""
"chr1",70745022,""
"chr1",70763954,""
"chr1",70775549,""
"chr1",70779740,""
"chr1",70786021,""
"chr1",70789758,""
"chr1",70809076,""
"chr1",70812440,""
"chr1",70821264,""
"chr1",70822978,""
"chr1",70826142,""
"chr1",70839395,""
"chr1",70841066,""
"chr1",70856057,""
"chr1",70859616,""
"chr1",70861780,""
"chr1",70862551,""
"chr1",70862577,""
"chr1",70862719,""
"chr1",70863511,""
"chr1",70865747,""
"chr1",70866129,""
"chr1",70866537,""
"chr1",70868752,""
"chr1",70869187,""
"chr1",70869311,""
"chr1",70872242,""
"chr1",70872746,""
"chr1",70874225,""
"chr1",70874226,""
"chr1",70874290,""
"chr1",70874387,""
"chr1",70875267,""
"chr1",70882331,""
"chr1",70882493,""
"chr1",70886102,""
"chr1",70887187,""
"chr1",70887277,""
"chr1",70887421,""
"chr1",70892004,""
"chr1",70894467,""
"chr1",70894659,""
"chr1",70894785,""
"chr1",70894897,""
"chr1",70894940,""
"chr1",70894989,""
"chr1",70895237,""
"chr1",70895643,""
"chr1",70895990,""
"chr1",70896789,""
"chr1",70896904,""
"chr1",70897131,""
"chr1",70897146,""
"chr1",70897295,""
"chr1",70897553,""
"chr1",70897971,""
"chr1",70898016,""
"chr1",70898066,""
"chr1",70898198,""
"chr1",70900089,""
"chr1",70900300,""
"chr1",70900555,""
"chr1",70901325,""
"chr1",70901510,""
"chr1",70901690,""
"chr1",70901781,""
"chr1",70902249,""
"chr1",70902598,""
"chr1",70902681,""
"chr1",70908055,""
"chr1",70909173,""
"chr1",70909592,""
"chr1",70911353,""
"chr1",70911941,""
"chr1",70911967,""
"chr1",70914368,""
"chr1",70918997,""
"chr1",70919257,""
"chr1",70925963,""
"chr1",70929200,""
"chr1",70933219,""
"chr1",70937577,""
"chr1",70944308,""
"chr1",70947641,""
"chr1",70950054,""
"chr1",70962159,""
"chr1",70968183,""
"chr1",70970573,""
"chr1",70971064,""
"chr1",70973907,""
"chr1",70973975,""
"chr1",70974342,""
"chr1",70974369,""
"chr1",70976943,""
"chr1",70980220,""
"chr1",70985080,""
"chr1",70987869,""
"chr1",70988669,""
"chr1",70989367,""
"chr1",70989452,""
"chr1",70992479,""
"chr1",70999609,""
"chr1",71002810,""
"chr1",71003423,""
"chr1",71003877,""
"chr1",71003900,""
"chr1",71008108,""
"chr1",71009099,""
"chr1",71011189,""
"chr1",71011856,""
"chr1",71012426,""
"chr1",71012531,""
"chr1",71014911,""
"chr1",71015115,""
"chr1",71015256,""
"chr1",71019353,""
"chr1",71019616,""
"chr1",71020150,""
"chr1",71021710,""
"chr1",71021802,""
"chr1",71021808,""
"chr1",71022452,""
"chr1",71023755,""
"chr1",71025690,""
"chr1",71026028,""
"chr1",71026032,""
"chr1",71026087,""
"chr1",71026207,""
"chr1",71026242,""
"chr1",71028612,""
"chr1",71028682,""
"chr1",71029016,""
"chr1",71030670,""
"chr1",71032679,""
"chr1",71037422,""
"chr1",71037764,""
"chr1",71038995,""
"chr1",71042919,""
"chr1",71049286,""
"chr1",71054334,""
"chr1",71061865,""
"chr1",71075320,""
"chr1",71083277,""
"chr1",71090484,""
"chr1",71091159,""
"chr1",71095401,""
"chr1",71098302,""
"chr1",71112759,""
"chr1",71125194,""
"chr1",71163093,""
"chr1",71168036,""
"chr1",71193205,""
"chr1",71229178,""
"chr1",71230123,""
"chr1",71231257,""
"chr1",71235776,""
"chr1",71267398,""
"chr1",71268606,""
"chr1",71268929,""
"chr1",71274345,""
"chr1",71296520,""
"chr1",71308823,""
"chr1",71311865,""
"chr1",71315902,""
"chr1",71329518,""
"chr1",71349836,""
"chr1",71362349,""
"chr1",71364478,""
"chr1",71366065,""
"chr1",71374815,""
"chr1",71379769,""
"chr1",71383354,""
"chr1",71385137,""
"chr1",71410723,""
"chr1",71410969,""
"chr1",71414333,""
"chr1",71426737,""
"chr1",71440040,""
"chr1",71441857,""
"chr1",71452436,""
"chr1",71454631,""
"chr1",71469369,""
"chr1",71484220,""
"chr1",71498831,""
"chr1",71521813,""
"chr1",71526847,""
"chr1",71527609,""
"chr1",71552424,""
"chr1",71579943,""
"chr1",71585523,""
"chr1",71600940,""
"chr1",71614215,""
"chr1",71615429,""
"chr1",71618864,""
"chr1",71625045,""
"chr1",71635734,""
"chr1",71638764,""
"chr1",71643115,""
"chr1",71655190,""
"chr1",71661778,""
"chr1",71674716,""
"chr1",71679530,""
"chr1",71703607,""
"chr1",71733768,""
"chr1",71741116,""
"chr1",71744163,""
"chr1",71754638,""
"chr1",71780879,""
"chr1",71805581,""
"chr1",71816799,""
"chr1",71818922,""
"chr1",71832083,""
"chr1",71832107,""
"chr1",71836713,""
"chr1",71840079,""
"chr1",71856916,""
"chr1",71857252,""
"chr1",71864741,""
"chr1",71866132,""
"chr1",71871230,""
"chr1",71880648,""
"chr1",71915913,""
"chr1",71918913,""
"chr1",71919907,""
"chr1",71936347,""
"chr1",71936811,""
"chr1",71937197,""
"chr1",71939044,""
"chr1",71940073,""
"chr1",71941726,""
"chr1",71949684,""
"chr1",71950266,""
"chr1",71950601,""
"chr1",71958434,""
"chr1",71959202,""
"chr1",71963321,""
"chr1",71970720,""
"chr1",71972783,""
"chr1",71976335,""
"chr1",71977889,""
"chr1",71978445,""
"chr1",71993002,""
"chr1",71995359,""
"chr1",71995699,""
"chr1",71996680,""
"chr1",72013544,""
"chr1",72016962,""
"chr1",72023132,""
"chr1",72026821,""
"chr1",72034692,""
"chr1",72041623,""
"chr1",72044000,""
"chr1",72046708,""
"chr1",72050034,""
"chr1",72050604,""
"chr1",72052245,""
"chr1",72062856,""
"chr1",72066242,""
"chr1",72075218,""
"chr1",72084153,""
"chr1",72103626,""
"chr1",72116283,""
"chr1",72122986,""
"chr1",72129442,""
"chr1",72140735,""
"chr1",72146032,""
"chr1",72149435,""
"chr1",72155780,""
"chr1",72169229,""
"chr1",72178902,""
"chr1",72189047,""
"chr1",72217543,""
"chr1",72238177,""
"chr1",72241543,""
"chr1",72252060,""
"chr1",72257796,""
"chr1",72258180,""
"chr1",72259661,""
"chr1",72266891,""
"chr1",72269775,""
"chr1",72273881,""
"chr1",72275699,""
"chr1",72278461,""
"chr1",72300402,""
"chr1",72352543,""
"chr1",72360489,""
"chr1",72363847,""
"chr1",72378263,""
"chr1",72382876,""
"chr1",72393664,""
"chr1",72396164,""
"chr1",72409378,""
"chr1",72419598,""
"chr1",72433376,""
"chr1",72442454,""
"chr1",72469143,""
"chr1",72487568,""
"chr1",72490354,""
